100 103
43 19
22 15
3 4
7 4
28 17
43 22
36 27
33 11
37 27
14 21
41 10
20 23
2 41
29 30
19 28
26 8
8 34
11 25
21 14
37 7
9 49
3 4
45 32
48 15
4 14
37 3
18 37
34 17
35 24
29 17
49 23
15 36
21 28
29 1
8 24
1 21
31 14
6 8
26 40
29 47
38 37
5 2
47 9
10 41
14 41
3 14
39 24
34 49
30 31
36 37
9 36
60 58
70 90
60 58
76 73
89 78
67 88
90 82
91 79
65 56
97 90
92 90
71 96
70 72
63 54
92 63
83 75
86 53
75 60
54 64
51 67
97 77
77 54
93 81
54 61
67 93
78 55
86 99
80 73
73 99
85 77
92 55
74 92
83 84
91 70
51 95
83 81
61 96
85 79
57 71
71 53
71 89
97 82
90 64
96 72
76 64
94 71
70 71
88 94
58 87
69 61
96 98
29 77
