100 2163
37 41
1 27
5 46
43 18
16 31
34 38
45 42
40 34
21 41
14 10
36 28
42 9
31 32
23 46
47 42
33 43
21 13
16 18
48 26
1 4
43 11
12 14
17 22
42 38
35 40
11 14
19 45
34 36
5 36
2 5
22 17
20 44
1 9
1 20
29 10
17 13
35 39
46 40
23 40
42 14
22 19
9 40
18 37
48 4
48 43
37 39
28 18
23 21
16 22
48 43
3 26
20 4
39 15
1 6
15 20
7 24
8 11
46 34
46 22
45 26
37 49
24 2
49 29
15 20
19 13
4 33
14 8
23 35
13 4
21 47
10 39
41 4
17 14
17 19
43 39
26 44
35 31
12 38
14 22
7 24
48 5
28 33
33 6
11 36
22 14
22 35
12 1
20 6
30 34
20 44
38 9
27 4
2 47
40 17
28 23
39 7
46 27
5 33
20 44
16 13
7 14
5 11
38 22
27 49
8 36
9 21
27 34
31 45
44 38
18 12
27 20
21 24
32 45
37 19
43 49
28 49
24 13
14 27
29 30
23 39
20 37
48 8
1 9
9 3
31 33
32 41
39 24
48 19
1 26
18 7
12 21
49 28
6 37
32 45
43 13
25 18
6 14
44 34
32 21
20 48
30 45
19 47
38 43
47 29
27 4
25 46
47 48
43 4
8 32
36 39
28 42
35 30
13 41
2 40
32 31
17 41
43 31
4 15
24 25
10 4
29 39
19 25
14 15
13 21
14 18
21 49
23 36
4 36
10 3
22 2
40 39
43 1
41 17
32 41
24 49
36 47
22 44
9 13
16 28
8 31
32 4
24 43
16 18
17 25
39 48
8 45
35 1
6 35
7 33
29 5
45 46
12 24
17 11
24 1
37 11
3 37
28 3
12 1
22 46
8 7
41 36
10 34
40 9
13 24
11 46
23 6
10 1
48 37
12 45
44 27
17 26
48 21
28 15
7 11
47 16
8 43
38 28
13 9
48 7
4 16
37 48
25 11
37 16
4 39
46 4
8 26
18 35
47 42
4 44
3 47
43 26
5 43
32 1
2 42
48 40
44 34
34 27
27 31
13 44
31 4
15 43
20 7
45 47
17 26
42 21
42 48
16 39
22 6
17 28
42 12
14 15
42 41
22 2
24 37
20 24
33 8
48 44
28 1
16 2
25 42
18 14
41 15
48 36
28 32
7 2
28 17
17 31
32 7
5 41
10 42
43 40
28 4
13 41
14 34
27 23
39 46
40 13
34 19
46 8
26 36
12 31
22 40
27 44
27 31
49 43
6 38
20 37
48 31
24 38
14 11
44 32
18 13
37 5
8 44
43 35
19 8
48 43
39 18
48 14
25 42
40 10
13 35
20 33
14 37
21 22
27 3
13 26
18 24
4 49
43 13
2 45
20 9
48 39
23 10
25 40
15 9
7 43
47 41
33 46
14 39
22 34
47 32
24 31
14 3
12 24
8 36
8 34
48 25
26 4
14 38
31 40
17 6
11 22
2 22
27 8
8 13
15 19
29 34
19 35
41 30
37 48
27 34
49 9
39 25
14 44
4 25
4 16
18 37
32 41
6 5
45 38
44 30
22 36
4 38
45 13
23 12
46 32
10 49
22 19
46 17
27 11
49 3
40 14
17 23
1 49
30 36
11 5
19 22
21 13
9 10
36 11
8 20
48 43
32 23
44 22
21 6
29 18
35 28
29 30
48 10
38 4
16 23
6 13
22 5
23 8
27 41
37 2
36 46
46 6
8 44
26 31
2 40
7 22
11 33
37 47
15 6
13 39
41 6
8 10
29 43
39 34
42 11
39 5
13 19
32 31
20 5
4 29
34 25
42 45
12 49
4 20
46 26
41 23
32 49
7 49
17 33
6 7
3 19
43 32
35 11
15 39
28 32
46 19
37 36
30 28
36 42
48 28
32 41
8 34
47 15
9 38
18 25
40 3
24 23
13 9
22 38
40 31
27 33
14 44
5 32
33 44
15 40
18 15
41 25
32 19
31 17
5 48
26 8
14 23
13 5
21 46
48 37
37 7
49 15
6 15
2 8
47 5
36 4
29 37
22 11
32 45
26 42
41 32
19 25
25 2
43 34
34 18
32 37
21 30
9 8
33 25
18 10
34 17
19 39
40 21
48 1
23 2
28 23
31 4
5 8
17 39
4 1
17 19
10 23
17 49
39 2
7 34
1 10
35 23
39 38
31 28
19 6
13 9
31 44
41 6
15 4
25 2
13 8
42 43
9 41
3 14
35 31
43 21
21 13
29 32
27 1
12 43
29 14
41 11
32 34
9 44
9 24
24 16
18 35
15 47
40 23
35 45
49 26
25 10
15 45
11 2
27 44
38 37
47 24
10 31
11 41
6 32
35 36
17 11
35 3
36 29
27 43
29 12
48 47
15 22
30 15
47 42
47 28
5 2
13 1
47 21
43 7
4 41
11 37
24 34
22 19
48 47
39 6
39 37
21 3
1 42
48 44
44 48
41 14
12 45
24 38
28 41
16 18
39 48
19 43
19 1
22 17
31 14
31 22
16 26
5 2
38 30
22 17
13 19
22 29
19 42
48 22
37 14
21 27
32 1
9 49
38 14
44 12
20 37
32 49
40 9
41 23
22 18
42 20
22 2
11 26
7 9
36 37
42 29
3 31
4 13
22 31
37 47
29 2
15 21
45 37
20 44
27 40
12 11
32 41
1 30
31 30
25 20
2 25
42 21
39 6
48 21
26 14
4 39
3 14
6 40
16 6
15 34
45 43
6 44
16 25
11 42
2 41
1 17
19 2
3 20
20 38
1 22
20 43
37 20
30 10
3 27
13 48
21 44
38 12
8 46
43 10
48 45
49 45
15 33
20 10
35 37
1 16
38 14
29 8
21 8
36 45
39 27
42 9
23 10
7 33
20 37
13 27
12 20
27 25
16 6
32 44
17 32
38 24
40 39
18 14
44 49
22 2
32 23
2 13
32 17
45 18
23 26
22 35
29 3
9 38
28 11
18 27
25 45
48 24
38 34
25 36
36 34
22 30
22 17
19 28
39 46
5 24
39 42
6 17
3 37
28 47
33 47
31 34
19 22
13 5
33 20
26 9
48 17
29 34
31 21
18 14
33 36
17 39
4 17
21 37
5 18
17 29
47 49
13 21
18 42
24 3
18 24
48 32
45 40
13 20
23 11
2 38
26 6
17 5
45 14
27 33
7 44
5 22
7 30
44 28
30 29
21 46
34 41
34 25
46 17
35 39
40 6
27 45
4 33
17 13
12 26
9 25
9 34
15 35
22 3
32 16
19 20
14 7
14 8
4 38
7 3
42 25
38 46
16 5
37 18
3 45
33 14
45 14
12 23
26 43
40 1
24 30
47 15
45 20
13 15
39 12
14 49
33 12
44 9
43 4
27 38
19 17
28 31
4 24
9 5
31 48
25 33
28 3
41 16
47 44
48 47
9 32
23 28
41 48
1 2
48 20
4 22
38 6
3 25
25 32
12 43
6 42
12 18
5 3
45 15
2 30
45 6
33 23
6 44
11 38
13 47
49 29
3 2
44 34
4 36
1 30
17 22
4 26
27 33
32 30
10 16
23 15
24 25
33 28
36 26
13 2
38 18
34 5
42 4
34 4
16 5
38 44
16 10
19 17
35 3
33 32
40 38
32 41
32 12
30 46
22 27
4 23
31 35
19 13
34 38
12 5
25 5
2 32
24 36
39 42
32 11
38 13
46 22
32 20
1 46
3 11
28 27
20 15
22 46
36 24
12 4
9 35
12 42
49 39
24 16
36 10
41 18
49 35
9 16
38 39
26 8
46 29
49 29
34 17
21 36
38 9
13 22
4 25
29 35
2 23
34 19
48 34
16 2
4 15
27 38
6 26
34 14
48 35
28 30
19 18
6 44
30 15
15 40
12 4
46 33
21 45
37 39
11 15
31 22
49 48
37 33
16 25
46 10
44 36
6 40
47 48
29 3
4 12
36 7
46 4
6 3
48 42
38 32
25 38
28 4
15 13
46 30
38 32
31 14
36 37
32 10
20 7
7 17
11 13
31 7
30 35
29 36
28 34
44 8
38 23
34 5
11 31
20 24
39 42
19 12
30 12
12 27
28 34
5 46
31 9
12 6
23 18
32 31
25 45
19 43
2 31
30 26
45 22
2 21
45 41
2 33
32 21
1 46
33 26
33 20
13 22
38 22
4 29
37 9
22 17
38 39
16 14
28 38
29 8
44 16
12 32
8 46
25 46
42 7
38 29
22 28
16 19
43 18
41 47
4 25
7 9
3 27
2 21
42 2
12 28
9 27
44 39
39 41
15 40
44 41
48 45
1 36
33 37
38 3
21 44
8 46
20 14
31 3
20 49
32 42
9 23
12 29
49 13
28 48
3 6
25 45
44 24
26 8
10 2
